,avg_capacity,avg_radius,avg_dimension,center_correlation,K
epoch4_layers.3,0.02687323759421557,1.1726613954441294,62.51739962110353,0.21881837518429118,15.0
epoch4_layers.2,0.032523875438228815,1.3178619288917883,47.24373496515853,0.23310458230045963,16.0
epoch4_layers.0,0.03551247201553831,1.2958575315032592,43.761904202356185,0.24023561715859157,17.0
epoch4_layers.1,0.03346688791102118,1.2776382627061316,46.990439583661924,0.2353521835792958,15.0
epoch4_layers.5,0.029763402969455576,1.396251027725995,50.24355259358572,0.255153998305244,14.0
epoch4_layers.4,0.031821550762960796,1.2832624688254803,49.7445385311971,0.24697946553755204,15.0
epoch4_layers.6,0.045236436169370266,2.121840651818568,27.30929910736684,0.2694817895033534,16.0
